Name,Species,Gender,Personality,Hobby,Catchphrase,Favorite Song,Style 1,Style 2,Color 1,Color 2,Wallpaper,Flooring,name,birthday_month,birthday_day,sign,nh_details.quote,nh_details.image_url,nh_details.photo_url,nh_details.icon_url,nh_details.sub-personality,nh_details.house_interior_url,nh_details.house_exterior_url
Limberg,Mouse,Male,Cranky,Education,squinky,K.K. Folk,Simple,Cool,Green,Blue,autumn wall,mossy-garden flooring,Limberg,October,17,Libra,Don't build a better mousetrap.,https://dodo.ac/np/images/b/b0/Limberg_NH.png,https://dodo.ac/np/images/3/30/Limberg%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/21/Limberg_NH_Villager_Icon.png,B,https://dodo.ac/np/images/7/74/House_of_Limberg_NH.jpg,https://dodo.ac/np/images/a/a2/House_of_Limberg_NH_Model.png
Lionel,Lion,Male,Smug,Music,precisely,K.K. Moody,Gorgeous,Active,Green,Gray,cityscape wall,simple blue flooring,Lionel,July,29,Leo,Love is blind.,https://dodo.ac/np/images/b/bb/Lionel_NH.png,https://dodo.ac/np/images/6/6d/Lionel%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/f/f4/Lionel_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/f5/House_of_Lionel_NH.png,https://dodo.ac/np/images/3/3d/House_of_Lionel_NH_Model.png
Lobo,Wolf,Male,Cranky,Education,ah-rooooo,K.K. Rock,Cool,Active,Black,Beige,rustic-stone wall,rosewood flooring,Lobo,November,5,Scorpio,"If it's not one thing, it's another.",https://dodo.ac/np/images/d/d1/Lobo_NH.png,https://dodo.ac/np/images/6/64/Lobo%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/01/Lobo_NH_Villager_Icon.png,B,https://dodo.ac/np/images/c/cd/House_of_Lobo_NH.jpg,https://dodo.ac/np/images/d/da/House_of_Lobo_NH_Model.png
Lolly,Cat,Female,Normal,Music,bonbon,Forest Life,Simple,Simple,Gray,Pink,modern wood wall,green vinyl flooring,Lolly,March,27,Aries,Laughter is the best medicine.,https://dodo.ac/np/images/1/16/Lolly_NH.png,https://dodo.ac/np/images/f/f2/Lolly%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/6c/Lolly_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/4b/House_of_Lolly_NH.jpg,https://dodo.ac/np/images/2/2d/House_of_Lolly_NH_Model.png
Lopez,Deer,Male,Smug,Education,badoom,K.K. Jazz,Gorgeous,Gorgeous,Gray,Gray,modern wood wall,modern wood flooring,Lopez,August,20,Leo,Always look both ways before crossing the street.,https://dodo.ac/np/images/5/53/Lopez_NH.png,https://dodo.ac/np/images/1/1f/Lopez%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/54/Lopez_NH_Villager_Icon.png,A,https://dodo.ac/np/images/6/6f/House_of_Lopez_NH.jpg,https://dodo.ac/np/images/b/b9/House_of_Lopez_NH_Model.png
Louie,Gorilla,Male,Jock,Fitness,hoo hoo ha,K.K. Fusion,Active,Simple,Gray,Red,white perforated-board wall,colorful tile flooring,Louie,March,26,Aries,It's all about the muscle.,https://dodo.ac/np/images/5/5a/Louie_NH.png,https://dodo.ac/np/images/0/06/Louie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/10/Louie_NH_Villager_Icon.png,A,https://dodo.ac/np/images/1/1d/House_of_Louie_NH.jpg,https://dodo.ac/np/images/d/d8/House_of_Louie_NH_Model.png
Lucha,Bird,Male,Smug,Fitness,cacaw,K.K. Western,Active,Cool,Black,Gray,ringside seating,boxing-ring mat,Lucha,December,12,Sagittarius,"Birds of a feather, et cetera, et cetera...",https://dodo.ac/np/images/4/4a/Lucha_NH.png,https://dodo.ac/np/images/5/58/Lucha%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/5/5d/Lucha_NH_Villager_Icon.png,A,https://dodo.ac/np/images/b/bc/House_of_Lucha_NH.png,https://dodo.ac/np/images/4/44/House_of_Lucha_NH_Model.png
Lucky,Dog,Male,Lazy,Play,rrr-owch,K.K. Dirge,Simple,Simple,Beige,White,ramshackle wall,swamp flooring,Lucky,November,4,Scorpio,Don't bite the hand that feeds you.,https://dodo.ac/np/images/5/59/Lucky_NH.png,https://dodo.ac/np/images/2/2d/Lucky%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/13/Lucky_NH_Villager_Icon.png,B,https://dodo.ac/np/images/2/26/House_of_Lucky_NH.jpg,https://dodo.ac/np/images/9/95/House_of_Lucky_NH_Model.png
Lucy,Pig,Female,Normal,Music,snoooink,K.K. Sonata,Cute,Elegant,Pink,Red,heavy-curtain wall,wooden-knot flooring,Lucy,June,2,Gemini,The best is yet to come.,https://dodo.ac/np/images/e/e5/Lucy_NH.png,https://dodo.ac/np/images/a/af/Lucy%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/ba/Lucy_NH_Villager_Icon.png,B,https://dodo.ac/np/images/6/6a/House_of_Lucy_NH.png,https://dodo.ac/np/images/2/2d/House_of_Lucy_NH_Model.png
Lyman,Koala,Male,Jock,Play,chips,K.K. Safari,Simple,Active,Light blue,Yellow,jungle wall,light parquet flooring,Lyman,October,12,Libra,Eucalyptus is the spice of life.,https://dodo.ac/np/images/a/a5/Lyman_NH.png,https://dodo.ac/np/images/3/36/Lyman%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a4/Lyman_NH_Villager_Icon.png,A,https://dodo.ac/np/images/8/8d/House_of_Lyman_NH.jpg,https://dodo.ac/np/images/b/b8/House_of_Lyman_NH_Model.png
Mac,Dog,Male,Jock,Fitness,woo woof,My Place,Active,Cool,Red,Black,ivy wall,sandlot,Mac,November,11,Scorpio,Sometimes life is rough.,https://dodo.ac/np/images/a/ab/Mac_NH.png,https://dodo.ac/np/images/b/b2/Mac%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b3/Mac_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/03/House_of_Mac_NH.jpg,https://dodo.ac/np/images/6/67/House_of_Mac_NH_Model.png
Maddie,Dog,Female,Peppy,Play,yippee,K.K. Stroll,Simple,Cute,Purple,Pink,meadow vista,wildflower meadow,Maddie,January,11,Capricorn,The IT revolution is under way.,https://dodo.ac/np/images/0/06/Maddie_NH.png,https://dodo.ac/np/images/c/ce/Maddie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/bb/Maddie_NH_Villager_Icon.png,A,https://dodo.ac/np/images/f/f6/House_of_Maddie_NH.jpg,https://dodo.ac/np/images/a/a7/House_of_Maddie_NH_Model.png
Maelle,Duck,Female,Snooty,Fashion,duckling,Café K.K.,Cool,Simple,Pink,White,tree-lined wall,sidewalk flooring,Maelle,April,8,Aries,A wise duck takes care of its bill.,https://dodo.ac/np/images/9/93/Maelle_NH.png,https://dodo.ac/np/images/e/e7/Maelle%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/c2/Maelle_NH_Villager_Icon.png,B,https://dodo.ac/np/images/9/95/House_of_Maelle_NH.png,https://dodo.ac/np/images/5/5e/House_of_Maelle_NH_Model.png
Maggie,Pig,Female,Normal,Nature,schep,Drivin',Cute,Elegant,Green,Yellow,backyard-fence wall,flagstone flooring,Maggie,September,3,Virgo,All a plant needs is love...and sun and water and soil.,https://dodo.ac/np/images/b/b8/Maggie_NH.png,https://dodo.ac/np/images/f/f4/Maggie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/8/8a/Maggie_NH_Villager_Icon.png,A,https://dodo.ac/np/images/d/dc/House_of_Maggie_NH.jpg,https://dodo.ac/np/images/b/ba/House_of_Maggie_NH_Model.png
Mallary,Duck,Female,Snooty,Fashion,quackpth,K.K. Bossa,Cool,Gorgeous,Blue,White,mossy-garden wall,backyard lawn,Mallary,November,17,Scorpio,Purple is the color of royalty.,https://dodo.ac/np/images/2/28/Mallary_NH.png,https://dodo.ac/np/images/4/41/Mallary%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/02/Mallary_NH_Villager_Icon.png,B,https://dodo.ac/np/images/0/04/House_of_Mallary_NH.jpg,https://dodo.ac/np/images/6/6a/House_of_Mallary_NH_Model.png
Maple,Cub,Female,Normal,Education,honey,Forest Life,Simple,Cute,Beige,Green,green blossoming wall,wooden-knot flooring,Maple,June,15,Gemini,"Waste not, want not.",https://dodo.ac/np/images/a/a2/Maple_NH.png,https://dodo.ac/np/images/5/50/Maple%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/45/Maple_NH_Villager_Icon.png,B,https://dodo.ac/np/images/f/f0/House_of_Maple_NH.jpg,https://dodo.ac/np/images/4/47/House_of_Maple_NH_Model.png
Marcel,Dog,Male,Lazy,Play,non,Comrade K.K.,Simple,Cool,Green,Blue,modern shoji-screen wall,rush tatami,Marcel,December,31,Capricorn,There's not a dog so bad that he won't wag his tail.,https://dodo.ac/np/images/3/3e/Marcel_NH.png,https://dodo.ac/np/images/f/f7/Marcel%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a7/Marcel_NH_Villager_Icon.png,B,https://dodo.ac/np/images/5/56/House_of_Marcel_NH.jpg,https://dodo.ac/np/images/0/0a/House_of_Marcel_NH_Model.png
Marcie,Kangaroo,Female,Normal,Nature,pouches,K.K. Aria,Cute,Elegant,Pink,Beige,pink quilt wall,pine-board flooring,Marcie,May,31,Gemini,The road to a friend's house is never long.,https://dodo.ac/np/images/2/2b/Marcie_NH.png,https://dodo.ac/np/images/e/e0/Marcie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/d5/Marcie_NH_Villager_Icon.png,A,https://dodo.ac/np/images/a/a6/House_of_Marcie_NH.jpg,https://dodo.ac/np/images/9/90/House_of_Marcie_NH_Model.png
Margie,Elephant,Female,Normal,Education,tootie,K.K. Marathon,Elegant,Cute,Pink,Red,olive desert-tile wall,bamboo flooring,Margie,January,28,Aquarius,Keep your feet on the ground.,https://dodo.ac/np/images/5/54/Margie_NH.png,https://dodo.ac/np/images/8/8c/Margie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/8/8a/Margie_NH_Villager_Icon.png,B,https://dodo.ac/np/images/a/a7/House_of_Margie_NH.jpg,https://dodo.ac/np/images/6/65/House_of_Margie_NH_Model.png
Marina,Octopus,Female,Normal,Music,blurp,Soulful K.K.,Cute,Cute,Pink,Red,strawberry-chocolate wall,berry-chocolates flooring,Marina,June,26,Cancer,"If you can't say something nice, don't say anything at all.",https://dodo.ac/np/images/2/25/Marina_NH.png,https://dodo.ac/np/images/8/85/Marina%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/0f/Marina_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/45/House_of_Marina_NH.jpg,https://dodo.ac/np/images/d/db/House_of_Marina_NH_Model.png
Marshal,Squirrel,Male,Smug,Music,sulky,K.K. Bossa,Elegant,Cool,Light blue,Blue,blue delicate-blooms wall,modern wood flooring,Marshal,September,29,Libra,Seize the day.,https://dodo.ac/np/images/d/da/Marshal_NH.png,https://dodo.ac/np/images/c/c8/Marshal%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/9/99/Marshal_NH_Villager_Icon.png,A,https://dodo.ac/np/images/b/ba/House_of_Marshal_NH.jpg,https://dodo.ac/np/images/7/75/House_of_Marshal_NH_Model.png
Mathilda,Kangaroo,Female,Snooty,Fitness,wee baby,K.K. Chorale,Cool,Gorgeous,White,Red,blue delicate-blooms wall,arabesque flooring,Mathilda,November,12,Scorpio,Nail polish is thicker than water.,https://dodo.ac/np/images/5/58/Mathilda_NH.png,https://dodo.ac/np/images/c/cb/Mathilda%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/7f/Mathilda_NH_Villager_Icon.png,B,https://dodo.ac/np/images/1/1a/House_of_Mathilda_NH.jpg,https://dodo.ac/np/images/7/74/House_of_Mathilda_NH_Model.png
Megan,Bear,Female,Normal,Nature,sundae,Forest Life,Cute,Simple,Yellow,Light blue,honeycomb wall,dark herringbone flooring,Megan,March,13,Pisces,"Take a page out of someone else's book, if it's a good book.",https://dodo.ac/np/images/5/55/Megan_NH.png,https://dodo.ac/np/images/3/34/Megan%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/66/Megan_NH_Villager_Icon.png,A,https://dodo.ac/np/images/4/48/House_of_Megan_NH.png,https://dodo.ac/np/images/d/d8/House_of_Megan_NH_Model.png
Melba,Koala,Female,Normal,Education,toasty,K.K. Stroll,Cute,Cute,White,Green,blue blossoming wall,green-paint flooring,Melba,April,12,Aries,A friend who shares is a friend who cares.,https://dodo.ac/np/images/4/43/Melba_NH.png,https://dodo.ac/np/images/1/1f/Melba%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/0a/Melba_NH_Villager_Icon.png,B,https://dodo.ac/np/images/3/3d/House_of_Melba_NH.jpg,https://dodo.ac/np/images/e/e0/House_of_Melba_NH_Model.png
Merengue,Rhino,Female,Normal,Nature,shortcake,K.K. Ballad,Cute,Simple,White,Red,pastel dotted wall,mint dot flooring,Merengue,March,19,Pisces,Life is a piece of cake.,https://dodo.ac/np/images/0/0c/Merengue_NH.png,https://dodo.ac/np/images/4/4a/Merengue%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/e8/Merengue_NH_Villager_Icon.png,A,https://dodo.ac/np/images/4/4e/House_of_Merengue_NH.png,https://dodo.ac/np/images/2/2d/House_of_Merengue_NH_Model.png
Merry,Cat,Female,Peppy,Fashion,mweee,Neapolitan,Cute,Cute,Pink,Light blue,beaded-curtain wall,orange retro flooring,Merry,June,29,Cancer,A smile increases your face value.,https://dodo.ac/np/images/4/4f/Merry_NH.png,https://dodo.ac/np/images/d/d3/Merry%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/e/ed/Merry_NH_Villager_Icon.png,B,https://dodo.ac/np/images/3/39/House_of_Merry_NH.jpg,https://dodo.ac/np/images/b/ba/House_of_Merry_NH_Model.png
Midge,Bird,Female,Normal,Education,tweedledee,K.K. Stroll,Cute,Simple,Pink,Pink,yellow quilt wall,cute white-tile flooring,Midge,March,12,Pisces,"When the world gets cold, just fly south.",https://dodo.ac/np/images/a/af/Midge_NH.png,https://dodo.ac/np/images/4/4e/Midge%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/0f/Midge_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/87/House_of_Midge_NH.png,https://dodo.ac/np/images/c/cd/House_of_Midge_NH_Model.png
Mint,Squirrel,Female,Snooty,Fashion,ahhhhhh,K.K. Soul,Gorgeous,Cute,Pink,Purple,blue subway-tile wall,mint dot flooring,Mint,May,2,Taurus,Always lead by example.,https://dodo.ac/np/images/5/5b/Mint_NH.png,https://dodo.ac/np/images/2/25/Mint%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/bf/Mint_NH_Villager_Icon.png,B,https://dodo.ac/np/images/9/96/House_of_Mint_NH.jpg,https://dodo.ac/np/images/b/b1/House_of_Mint_NH_Model.png
Mira,Rabbit,Female,Big Sister,Fitness,cottontail,Go K.K. Rider,Active,Cool,Red,Yellow,heavy-curtain wall,wooden-knot flooring,Mira,July,6,Cancer,Always help a friend in need.,https://dodo.ac/np/images/d/d1/Mira_NH.png,https://dodo.ac/np/images/a/a1/Mira%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/44/Mira_NH_Villager_Icon.png,A,https://dodo.ac/np/images/5/5e/House_of_Mira_NH.jpg,https://dodo.ac/np/images/d/de/House_of_Mira_NH_Model.png
Miranda,Duck,Female,Snooty,Fashion,quackulous,K.K. Sonata,Elegant,Gorgeous,Blue,Purple,arched-window wall,brown iron-parquet flooring,Miranda,April,23,Taurus,"If the world is flooded, it will be easy for the duck.",https://dodo.ac/np/images/8/8c/Miranda_NH.png,https://dodo.ac/np/images/0/04/Miranda%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/8/83/Miranda_NH_Villager_Icon.png,B,https://dodo.ac/np/images/4/42/House_of_Miranda_NH.jpg,https://dodo.ac/np/images/5/56/House_of_Miranda_NH_Model.png
Mitzi,Cat,Female,Normal,Education,mew,K.K. Love Song,Simple,Simple,Brown,Beige,blue painted-wood wall,light herringbone flooring,Mitzi,September,25,Libra,Practice makes purrrfect!,https://dodo.ac/np/images/6/63/Mitzi_NH.png,https://dodo.ac/np/images/e/e1/Mitzi%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/67/Mitzi_NH_Villager_Icon.png,B,https://dodo.ac/np/images/e/e7/House_of_Mitzi_NH.jpg,https://dodo.ac/np/images/6/62/House_of_Mitzi_NH_Model.png
Moe,Cat,Male,Lazy,Play,myawn,Two Days Ago,Active,Simple,Black,Gray,blue subway-tile wall,stripe flooring,Moe,January,12,Capricorn,Ignorance is bliss.,https://dodo.ac/np/images/a/a4/Moe_NH.png,https://dodo.ac/np/images/d/d6/Moe%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/0/03/Moe_NH_Villager_Icon.png,B,https://dodo.ac/np/images/c/c4/House_of_Moe_NH.jpg,https://dodo.ac/np/images/e/e6/House_of_Moe_NH_Model.png
Molly,Duck,Female,Normal,Nature,quackidee,K.K. Ballad,Cute,Simple,Yellow,Pink,lattice wall,light herringbone flooring,Molly,March,7,Pisces,Like water off a duck's back.,https://dodo.ac/np/images/2/29/Molly_NH.png,https://dodo.ac/np/images/2/21/Molly%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/d8/Molly_NH_Villager_Icon.png,A,https://dodo.ac/np/images/5/54/House_of_Molly_NH.jpg,https://dodo.ac/np/images/6/68/House_of_Molly_NH_Model.png
Monique,Cat,Female,Snooty,Fashion,pffffft,K.K. Cruisin',Gorgeous,Elegant,Purple,Pink,beige desert-tile wall,rosewood flooring,Monique,September,30,Libra,All publicity is good publicity!,https://dodo.ac/np/images/c/cc/Monique_NH.png,https://dodo.ac/np/images/1/17/Monique%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/22/Monique_NH_Villager_Icon.png,B,https://dodo.ac/np/images/e/eb/House_of_Monique_NH.jpg,https://dodo.ac/np/images/1/1e/House_of_Monique_NH_Model.png
Monty,Monkey,Male,Cranky,Education,g'tang,To The Edge,Cool,Cool,Yellow,Gray,autumn wall,forest flooring,Monty,December,7,Sagittarius,No news is good news.,https://dodo.ac/np/images/d/d7/Monty_NH.png,https://dodo.ac/np/images/f/f7/Monty%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/15/Monty_NH_Villager_Icon.png,B,https://dodo.ac/np/images/1/14/House_of_Monty_NH.jpg,https://dodo.ac/np/images/0/0c/House_of_Monty_NH_Model.png
Moose,Mouse,Male,Jock,Fitness,shorty,K.K. Rockabilly,Cool,Gorgeous,Purple,Red,concrete wall,blue camo flooring,Moose,September,13,Virgo,A cornered rat will summon the courage to bite a cat.,https://dodo.ac/np/images/e/ee/Moose_NH.png,https://dodo.ac/np/images/2/29/Moose%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/47/Moose_NH_Villager_Icon.png,B,https://dodo.ac/np/images/3/3b/House_of_Moose_NH.jpg,https://dodo.ac/np/images/7/77/House_of_Moose_NH_Model.png
Mott,Lion,Male,Jock,Fitness,cagey,K.K. Fusion,Active,Elegant,Blue,Green,green molded-panel wall,pine-board flooring,Mott,July,10,Cancer,The lion's share goes to the lion.,https://dodo.ac/np/images/b/b8/Mott_NH.png,https://dodo.ac/np/images/2/2c/Mott%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/4/40/Mott_NH_Villager_Icon.png,B,https://dodo.ac/np/images/d/dd/House_of_Mott_NH.jpg,https://dodo.ac/np/images/6/6c/House_of_Mott_NH_Model.png
Muffy,Sheep,Female,Big Sister,Music,nightshade,K.K. Sonata,Gorgeous,Elegant,Black,Purple,black botanical-tile wall,purple desert-tile flooring,Muffy,February,14,Aquarius,There's a black sheep in every family.,https://dodo.ac/np/images/1/16/Muffy_NH.png,https://dodo.ac/np/images/a/a0/Muffy%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/73/Muffy_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/7a/House_of_Muffy_NH.jpg,https://dodo.ac/np/images/9/92/House_of_Muffy_NH_Model.png
Murphy,Cub,Male,Cranky,Education,malarkey,K.K. Safari,Simple,Cool,Blue,White,woodland wall,jungle flooring,Murphy,December,29,Capricorn,"More money, more problems.",https://dodo.ac/np/images/7/7c/Murphy_NH.png,https://dodo.ac/np/images/9/95/Murphy%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/9/93/Murphy_NH_Villager_Icon.png,A,https://dodo.ac/np/images/2/25/House_of_Murphy_NH.jpg,https://dodo.ac/np/images/b/b0/House_of_Murphy_NH_Model.png
Nan,Goat,Female,Normal,Nature,kid,K.K. Étude,Simple,Elegant,Orange,Yellow,black botanical-tile wall,white iron-parquet flooring,Nan,August,24,Virgo,Nanny-nanny boo-boo!,https://dodo.ac/np/images/b/b8/Nan_NH.png,https://dodo.ac/np/images/3/33/Nan%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/df/Nan_NH_Villager_Icon.png,B,https://dodo.ac/np/images/9/98/House_of_Nan_NH.jpg,https://dodo.ac/np/images/c/cf/House_of_Nan_NH_Model.png
Nana,Monkey,Female,Normal,Education,po po,K.K. Ballad,Cute,Cute,Pink,White,pastel dotted wall,cork flooring,Nana,August,23,Virgo,Bread always falls peanut-butter side down.,https://dodo.ac/np/images/b/b1/Nana_NH.png,https://dodo.ac/np/images/e/e7/Nana%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/26/Nana_NH_Villager_Icon.png,B,https://dodo.ac/np/images/7/7a/House_of_Nana_NH.jpg,https://dodo.ac/np/images/5/57/House_of_Nana_NH_Model.png
Naomi,Cow,Female,Snooty,Fashion,moolah,K.K. Milonga,Elegant,Gorgeous,Colorful,Purple,red art-deco wall,lobby flooring,Naomi,February,28,Pisces,Moo like there's no tomorrow.,https://dodo.ac/np/images/f/f6/Naomi_NH.png,https://dodo.ac/np/images/b/b5/Naomi%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a8/Naomi_NH_Villager_Icon.png,A,https://dodo.ac/np/images/a/af/House_of_Naomi_NH.jpg,https://dodo.ac/np/images/e/e2/House_of_Naomi_NH_Model.png
Nate,Bear,Male,Lazy,Play,yawwwn,Forest Life,Simple,Simple,White,Green,woodland wall,daisy meadow,Nate,August,16,Leo,Be true to yourself.,https://dodo.ac/np/images/5/55/Nate_NH.png,https://dodo.ac/np/images/9/9f/Nate%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/72/Nate_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/87/House_of_Nate_NH.png,https://dodo.ac/np/images/5/59/House_of_Nate_NH_Model.png
Nibbles,Squirrel,Female,Peppy,Fashion,niblet,K.K. Disco,Cute,Active,Red,Yellow,pear wall,olive desert-tile flooring,Nibbles,July,19,Cancer,"Appearances are, like, totally deceiving.",https://dodo.ac/np/images/9/97/Nibbles_NH.png,https://dodo.ac/np/images/0/00/Nibbles%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/2/26/Nibbles_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/8f/House_of_Nibbles_NH.jpg,https://dodo.ac/np/images/9/91/House_of_Nibbles_NH_Model.png
Norma,Cow,Female,Normal,Nature,hoof hoo,Mountain Song,Cute,Simple,White,Light blue,meadow vista,daisy meadow,Norma,September,20,Virgo,"If you want what you have, then you'll have what you want.",https://dodo.ac/np/images/e/e7/Norma_NH.png,https://dodo.ac/np/images/c/c9/Norma%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/6/69/Norma_NH_Villager_Icon.png,A,https://dodo.ac/np/images/7/7c/House_of_Norma_NH.jpg,https://dodo.ac/np/images/c/c6/House_of_Norma_NH_Model.png
O'Hare,Rabbit,Male,Smug,Nature,amigo,K.K. Island,Active,Cool,Blue,Light blue,ocean-horizon wall,water flooring,O'Hare,July,24,Leo,It's not old; it's vintage.,https://dodo.ac/np/images/c/cf/O%27Hare_NH.png,https://dodo.ac/np/images/d/d6/O%27Hare%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/b/b2/O%27Hare_NH_Villager_Icon.png,B,https://dodo.ac/np/images/c/c3/House_of_O%27Hare_NH.jpg,https://dodo.ac/np/images/0/0a/House_of_O%27Hare_NH_Model.png
Octavian,Octopus,Male,Cranky,Play,sucker,K.K. D&B,Cool,Simple,Black,White,starry-sky wall,lunar surface,Octavian,September,20,Virgo,Don't be a sucker!,https://dodo.ac/np/images/1/1b/Octavian_NH.png,https://dodo.ac/np/images/c/cd/Octavian%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/a/a0/Octavian_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/89/House_of_Octavian_NH.jpg,https://dodo.ac/np/images/6/66/House_of_Octavian_NH_Model.png
Olaf,Anteater,Male,Smug,Education,whiffa,K.K. Milonga,Elegant,Gorgeous,Red,Black,black-brick wall,simple red flooring,Olaf,May,19,Taurus,Keep your nose clean.,https://dodo.ac/np/images/1/11/Olaf_NH.png,https://dodo.ac/np/images/c/c3/Olaf%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/78/Olaf_NH_Villager_Icon.png,A,https://dodo.ac/np/images/3/39/House_of_Olaf_NH.png,https://dodo.ac/np/images/d/d8/House_of_Olaf_NH_Model.png
Olive,Cub,Female,Normal,Nature,sweet pea,Neapolitan,Simple,Simple,Brown,Yellow,white simple-cloth wall,mint dot flooring,Olive,July,12,Cancer,Sticky fingers attract bees.,https://dodo.ac/np/images/5/5c/Olive_NH.png,https://dodo.ac/np/images/6/63/Olive%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/d/db/Olive_NH_Villager_Icon.png,A,https://dodo.ac/np/images/3/3e/House_of_Olive_NH.jpg,https://dodo.ac/np/images/f/f7/House_of_Olive_NH_Model.png
Olivia,Cat,Female,Snooty,Music,purrr,K.K. Sonata,Cool,Elegant,White,Black,purple-rose wall,simple blue flooring,Olivia,February,3,Aquarius,There's an exception to every rule.,https://dodo.ac/np/images/3/36/Olivia_NH.png,https://dodo.ac/np/images/7/79/Olivia%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/1/1e/Olivia_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/86/House_of_Olivia_NH.jpg,https://dodo.ac/np/images/6/69/House_of_Olivia_NH_Model.png
Opal,Elephant,Female,Snooty,Fashion,snoot,K.K. Cruisin',Elegant,Cool,Black,Orange,brown botanical-tile wall,olive desert-tile flooring,Opal,January,20,Aquarius,"However little you think of an elephant, you can't say it won't fill a pot.",https://dodo.ac/np/images/c/ce/Opal_NH.png,https://dodo.ac/np/images/1/1e/Opal%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/7/78/Opal_NH_Villager_Icon.png,B,https://dodo.ac/np/images/2/2a/House_of_Opal_NH.jpg,https://dodo.ac/np/images/0/07/House_of_Opal_NH_Model.png
Ozzie,Koala,Male,Lazy,Play,ol' bear,Mr. K.K.,Simple,Cute,Yellow,Orange,white perforated-board wall,cork flooring,Ozzie,May,7,Taurus,Half a loaf is better than none.,https://dodo.ac/np/images/3/3a/Ozzie_NH.png,https://dodo.ac/np/images/4/40/Ozzie%27s_Poster_NH_Texture.png,https://dodo.ac/np/images/c/cb/Ozzie_NH_Villager_Icon.png,B,https://dodo.ac/np/images/8/87/House_of_Ozzie_NH.jpg,https://dodo.ac/np/images/5/59/House_of_Ozzie_NH_Model.png
